TAIR ID;Name;downregulated in following transcriptomes;upregulated in following transcriptomes;the number of transcriptomes where registered as DEG (FDR<0.05);start of expression changes;1 logFC_4h_SRP017925;2 logFC_4h_SRP017926;3 logFC_4h_SRP069072;4 logFC_4h_SRP076862_root;5 logFC_4h_SRP168223;6 logFC_12h_SRP017925;7 logFC_24h_SRP017925;8 logFC_4h_SRP076862_shoot;9 logFC_4h_GSE7432;10 logFC_4h_SRP126162;11 logFC_2h_SRP118634;12 logFC_4h_SRP118634;13 logFC_4h_GSE84446;14 logFC_8h_GSE84446;15 logFC_12h_GSE84446;16 logFC_24h_GSE84446;1 FDR_4h_SRP017925;2 FDR_4h_SRP017926;3 FDR_4h_SRP069072;4 FDR_4h_SRP076862_root;5 FDR_4h_SRP168223;6 FDR_12h_SRP017925;7 FDR_24h_SRP017925;8 FDR_4h_SRP076862_shoot;9 FDR_4h_GSE7432;10 FDR_4h_SRP126162;11 FDR_2h_SRP118634;12 FDR_4h_SRP118634;13 FDR_4h_GSE84446;14 FDR_8h_GSE84446;15 FDR_12h_GSE84446;16 FDR_24h_GSE84446
AT3G11590;golgin family A protein(AT3G11590);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.003068455;;;;;;
AT5G19130;GPI transamidase component family protein / Gaa1-like family protein(AT5G19130);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.014824951;;;;;;
AT4G26780;Co-chaperone GrpE family protein(AR192);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.028473467;;;;;;
AT5G62640;proline-rich family protein(ELF5);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.00349182;;;;;;
AT1G73250;GDP-4-keto-6-deoxymannose-3,5-epimerase-4-reductase 1(GER1);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.014483709;;;;;;
AT5G23420;high-mobility group box 6(HMGB6);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.026405096;;;;;;
AT4G19020;chromomethylase 2(CMT2);10#12;;2;4h;;;;;;;;;;-0.4;;-0.3;;;;;;;;;;;;;;0.006954758;;0.035207397;;;;
AT1G33750;Terpenoid cyclases/Protein prenyltransferases superfamily protein(AT1G33750);7#10;;2;4h;;;;;;;-1.5;;;-0.4;;;;;;;;;;;;;0.008252092;;;0.020703347;;;;;;
AT1G71070;Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein(AT1G71070);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.00560377;;;;;;
AT5G45420;Duplicated homeodomain-like superfamily protein(maMYB);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.002733936;;;;;;
AT1G15470;Transducin/WD40 repeat-like superfamily protein(AT1G15470);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.022453478;;;;;;
AT3G47700;RINT-1 / TIP-1 family(MAG2);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.04;;;;;;
AT4G37880;LisH/CRA/RING-U-box domains-containing protein(AT4G37880);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.012139523;;;;;;
AT3G22520;spindle assembly abnormal protein(AT3G22520);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.012890258;;;;;;
AT1G30750;TPRXL(AT1G30750);10#14-16;;4;4h;;;;;;;;;;-0.4;;;;-1.6;-1.6;-1.7;;;;;;;;;;0.021101577;;;;0.006882302;0.007515058;0.000670148
AT3G48690;alpha/beta-Hydrolases superfamily protein(CXE12);10#12-13;;3;4h;;;;;;;;;;-0.4;;-0.2;-0.8;;;;;;;;;;;;;0.018948184;;0.038745484;0.042937128;;;
AT4G14360;S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT4G14360);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.001433694;;;;;;
AT1G77610;EamA-like transporter family protein(AT1G77610);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.002242937;;;;;;
AT3G11320;Nucleotide-sugar transporter family protein(AT3G11320);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.001446896;;;;;;
AT5G48940;Leucine-rich repeat transmembrane protein kinase family protein(AT5G48940);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.009371876;;;;;;
AT5G59970;Histone superfamily protein(AT5G59970);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.010963786;;;;;;
AT1G59710;actin cross-linking protein (DUF569)(AT1G59710);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.039179204;;;;;;
AT5G62580;ARM repeat superfamily protein(AT5G62580);10#14-16;;4;4h;;;;;;;;;;-0.4;;;;-0.5;-0.6;-0.6;;;;;;;;;;0.001269171;;;;0.040209876;0.03342339;0.038914405
AT2G46000;LDL receptor wingless signaling/trafficking chaperone(AT2G46000);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.028415405;;;;;;
AT5G24300;Glycogen/starch synthases, ADP-glucose type(SS1);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.016525738;;;;;;
AT5G66870;ASYMMETRIC LEAVES 2-like 1(ASL1);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.039380855;;;;;;
AT1G67930;Golgi transport complex protein-like protein(AT1G67930);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.003083287;;;;;;
AT3G03810;O-fucosyltransferase family protein(EDA30);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.024128007;;;;;;
AT3G44100;MD-2-related lipid recognition domain-containing protein(AT3G44100);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.007325021;;;;;;
AT5G67500;voltage dependent anion channel 2(VDAC2);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;3.00E-05;;;;;;
AT5G14210;Leucine-rich repeat protein kinase family protein(AT5G14210);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.036378323;;;;;;
AT5G14150;Emb:.1 protein, putative (Protein of unknown function, DUF642)(AT5G14150);10;6;2;4h;;;;;;1.1;;;;-0.4;;;;;;;;;;;;0.039667059;;;;0.040393082;;;;;;
AT3G14050;RELA/SPOT homolog 2(RSH2);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.00629623;;;;;;
AT1G04340;HR-like lesion-inducing protein-like protein(AT1G04340);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.019907923;;;;;;
AT4G35920;PLAC8 family protein(MCA1);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.01047254;;;;;;
AT3G20310;ethylene response factor 7(ERF7);10#12;;2;4h;;;;;;;;;;-0.4;;-0.4;;;;;;;;;;;;;;0.00651128;;0.005331143;;;;
AT1G15810;S15/NS1, RNA-binding protein(AT1G15810);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.006528408;;;;;;
AT1G20970;calponin-like domain protein(AT1G20970);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;5.32E-05;;;;;;
AT1G21440;Phosphoenolpyruvate carboxylase family protein(AT1G21440);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.030090678;;;;;;
AT5G03160;DnaJ P58IPK-like protein(P58IPK);10#12;;2;4h;;;;;;;;;;-0.4;;-0.4;;;;;;;;;;;;;;0.00177509;;0.000343075;;;;
AT3G54250;GHMP kinase family protein(AT3G54250);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.02161587;;;;;;
AT3G18240;Ribosomal protein S24/S35(AT3G18240);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.011431355;;;;;;
AT1G14830;DYNAMIN-like 1C(DL1C);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;9.47E-05;;;;;;
AT1G44835;YbaK/aminoacyl-tRNA synthetase-associated domain-containing protein(AT1G44835);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.014490926;;;;;;
AT5G25830;GATA transcription factor 12(GATA12);10#12;;2;4h;;;;;;;;;;-0.4;;-0.7;;;;;;;;;;;;;;0.021334971;;0.003565528;;;;
AT3G59970;methylenetetrahydrofolate reductase 1(MTHFR1);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;4.77E-05;;;;;;
AT4G38620;myb domain protein 4(MYB4);10#12;;2;4h;;;;;;;;;;-0.4;;-0.3;;;;;;;;;;;;;;0.019679708;;0.030536516;;;;
AT1G44900;minichromosome maintenance (MCM2/3/5) family protein(MCM2);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.010878829;;;;;;
AT5G64290;dicarboxylate transport 2.1(DIT2.1);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.001783127;;;;;;
AT5G13100;Gap junction beta-4 protein(AT5G13100);10#12;;2;4h;;;;;;;;;;-0.4;;-0.4;;;;;;;;;;;;;;0.011422724;;0.000182596;;;;
AT4G38230;calcium-dependent protein kinase 26(CPK26);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.018012651;;;;;;
AT1G21730;P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT1G21730);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.0105672;;;;;;
AT3G01640;glucuronokinase G(GLCAK);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.020676587;;;;;;
AT4G31490;Coatomer, beta subunit(AT4G31490);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;8.84E-05;;;;;;
AT1G11890;Synaptobrevin family protein(SEC22);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.018253553;;;;;;
AT2G40730;kinase family with ARM repeat domain-containing protein(CTEXP);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.000800132;;;;;;
AT1G53190;RING/U-box superfamily protein(AT1G53190);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.03318616;;;;;;
AT1G25490;ARM repeat superfamily protein(RCN1);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.000228799;;;;;;
AT2G41830;hypothetical protein(AT2G41830);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.02689843;;;;;;
AT2G42710;Ribosomal protein L1p/L10e family(AT2G42710);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.010103657;;;;;;
AT5G26740;organic solute transporter ostalpha protein (DUF300)(AT5G26740);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.005663629;;;;;;
AT1G48230;nodulin MtN21 /EamA-like transporter family protein(AT1G48230);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.002570824;;;;;;
AT4G02060;Minichromosome maintenance (MCM2/3/5) family protein(PRL);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.027828413;;;;;;
AT2G21520;Sec14p-like phosphatidylinositol transfer family protein(AT2G21520);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.00076257;;;;;;
AT2G47210;myb-like transcription factor family protein(AT2G47210);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.020274192;;;;;;
AT1G69030;BSD domain-containing protein(AT1G69030);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.013324615;;;;;;
AT4G26510;uridine kinase-like 4(UKL4);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.024629701;;;;;;
AT3G17900;heat-inducible transcription repressor(AT3G17900);10#12;;2;4h;;;;;;;;;;-0.4;;-0.2;;;;;;;;;;;;;;0.003109301;;0.041392294;;;;
AT1G74160;LONGIFOLIA protein(TRM4);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.006712127;;;;;;
AT1G60070;Adaptor protein complex AP-1, gamma subunit(AT1G60070);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.000328975;;;;;;
AT3G04830;Protein prenylyltransferase superfamily protein(AT3G04830);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.003520648;;;;;;
AT4G01750;rhamnogalacturonan xylosyltransferase 2(RGXT2);10;6-7#14-16;6;4h;;;;;;1.2;1;;;-0.4;;;;1.2;1.1;0.9;;;;;;0.001714769;0.031936609;;;0.011747861;;;;0.001921599;0.01633093;0.02943778
AT1G30630;Coatomer epsilon subunit(AT1G30630);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.000227796;;;;;;
AT2G15240;UNC-50 family protein(AT2G15240);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.015079735;;;;;;
AT1G74690;IQ-domain 31(IQD31);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.001949907;;;;;;
AT3G56580;RING/U-box superfamily protein(AT3G56580);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.026424274;;;;;;
AT1G09850;xylem bark cysteine peptidase 3(XBCP3);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.031779593;;;;;;
AT2G43710;Plant stearoyl-acyl-carrier-protein desaturase family protein(SSI2);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.002362417;;;;;;
AT1G31780;oligomeric golgi complex subunit(AT1G31780);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.002958394;;;;;;
AT2G07690;Minichromosome maintenance (MCM2/3/5) family protein(MCM5);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.036587513;;;;;;
AT4G17890;ARF-GAP domain 8(AGD8);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.009295121;;;;;;
AT3G13160;Tetratricopeptide repeat (TPR)-like superfamily protein(AT3G13160);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.032977453;;;;;;
AT3G04080;apyrase 1(APY1);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.00289952;;;;;;
AT2G21380;Kinesin motor family protein(AT2G21380);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.010842971;;;;;;
AT5G16830;syntaxin of plants 21(SYP21);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.034984325;;;;;;
AT1G27850;RUN/FYVE domain protein(AT1G27850);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.012001707;;;;;;
AT4G34555;Ribosomal protein S25 family protein(AT4G34555);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.014409483;;;;;;
AT3G05420;acyl-CoA binding protein 4(ACBP4);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.000677415;;;;;;
AT1G74960;fatty acid biosynthesis 1(FAB1);10#12;;2;4h;;;;;;;;;;-0.4;;-0.2;;;;;;;;;;;;;;0.002023796;;0.009318362;;;;
AT5G20840;Phosphoinositide phosphatase family protein(AT5G20840);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.011070783;;;;;;
AT1G42480;TLR4 regulator/MIR-interacting MSAP protein(AT1G42480);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.034580545;;;;;;
AT2G29390;sterol 4-alpha-methyl-oxidase 2-2(SMO2-2);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.018091622;;;;;;
AT3G26590;MATE efflux family protein(AT3G26590);10#12;;2;4h;;;;;;;;;;-0.4;;-0.4;;;;;;;;;;;;;;0.03444769;;0.034106556;;;;
AT2G33540;C-terminal domain phosphatase-like 3(CPL3);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.04;;;;;;
AT3G26370;O-fucosyltransferase family protein(AT3G26370);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.011873676;;;;;;
AT4G14430;indole-3-butyric acid response 10(IBR10);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.028320544;;;;;;
AT5G54780;Ypt/Rab-GAP domain of gyp1p superfamily protein(AT5G54780);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.040393082;;;;;;
AT1G68410;Protein phosphatase 2C family protein(AT1G68410);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.034093201;;;;;;
AT4G22120;ERD (early-responsive to dehydration stress) family protein(AT4G22120);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.027907424;;;;;;
AT5G59210;myosin heavy chain-like protein(AT5G59210);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.028052575;;;;;;
AT1G27600;Nucleotide-diphospho-sugar transferases superfamily protein(IRX9-L);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.014117988;;;;;;
AT5G54200;Transducin/WD40 repeat-like superfamily protein(AT5G54200);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.02882855;;;;;;
AT4G38200;SEC7-like guanine nucleotide exchange family protein(AT4G38200);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.002362417;;;;;;
AT4G18930;RNA ligase/cyclic nucleotide phosphodiesterase family protein(AT4G18930);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.013918632;;;;;;
AT1G64880;Ribosomal protein S5 family protein(AT1G64880);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.007943837;;;;;;
AT5G13390;no exine formation 1(NEF1);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.003770644;;;;;;
AT4G34490;cyclase associated protein 1(CAP1);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.001041272;;;;;;
AT3G23190;HR-like lesion-inducing protein-like protein(AT3G23190);10;13;2;4h;;;;;;;;;;-0.4;;;1.3;;;;;;;;;;;;;0.023318182;;;0.032698529;;;
AT1G04910;O-fucosyltransferase family protein(AT1G04910);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.019662032;;;;;;
AT1G10290;dynamin-like protein 6(ADL6);10#12;;2;4h;;;;;;;;;;-0.4;;-0.4;;;;;;;;;;;;;;0.000700069;;5.10E-07;;;;
AT5G45750;RAB GTPase homolog A1C(RABA1c);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.027775017;;;;;;
AT1G61790;Oligosaccharyltransferase complex/magnesium transporter family protein(AT1G61790);10#12;;2;4h;;;;;;;;;;-0.4;;-0.3;;;;;;;;;;;;;;0.005158887;;0.002949292;;;;
AT1G69250;Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain-containing protein(AT1G69250);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.031478143;;;;;;
AT2G25260;Hyp O-arabinosyltransferase-like protein(AT2G25260);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.037981794;;;;;;
AT4G23460;Adaptin family protein(AT4G23460);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.004350559;;;;;;
AT4G05160;AMP-dependent synthetase and ligase family protein(AT4G05160);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.018324779;;;;;;
AT4G39150;DNAJ heat shock N-terminal domain-containing protein(AT4G39150);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.020735775;;;;;;
AT3G43220;Phosphoinositide phosphatase family protein(AT3G43220);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.031327318;;;;;;
AT5G11490;adaptin family protein(AT5G11490);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.003127175;;;;;;
AT5G21990;Tetratricopeptide repeat (TPR)-like superfamily protein(TPR7);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.008311007;;;;;;
AT5G25757;RNA polymerase I-associated factor PAF67(AT5G25757);10;;1;4h;;;;;;;;;;-0.4;;;;;;;;;;;;;;;;0.002413435;;;;;;
AT1G19370;membrane protein(AT1G19370);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.043019489;;;;;;
AT3G47930;L-galactono-1,4-lactone dehydrogenase(GLDH);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.028683424;;;;;;
AT3G62360;Carbohydrate-binding-like fold(AT3G62360);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.00051971;;;;;;
AT3G54680;proteophosphoglycan-like protein(AT3G54680);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.04;;;;;;
AT4G05020;NAD(P)H dehydrogenase B2(NDB2);6-7#10#14#16;;5;4h;;;;;;-0.8;-0.8;;;-0.3;;;;-1;;-0.8;;;;;;0.005906137;0.033158508;;;0.008714134;;;;0.042211855;;0.042248914
AT3G26030;serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B prime delta(ATB' DELTA);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.01736701;;;;;;
AT3G15095;Serine/Threonine-kinase pakA-like protein(HCF243);10#12;;2;4h;;;;;;;;;;-0.3;;-0.2;;;;;;;;;;;;;;0.035723308;;0.030643205;;;;
AT5G64670;Ribosomal protein L18e/L15 superfamily protein(AT5G64670);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.0156213;;;;;;
AT3G45850;P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT3G45850);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.037027664;;;;;;
AT1G53470;mechanosensitive channel of small conductance-like 4(MSL4);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.013837398;;;;;;
AT1G30470;SIT4 phosphatase-associated family protein(AT1G30470);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.011980248;;;;;;
AT1G71820;SEC6(SEC6);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.004542756;;;;;;
AT5G50460;secE/sec61-gamma protein transport protein(AT5G50460);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.014205342;;;;;;
AT1G34550;transmembrane protein (DUF616)(EMB2756);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.023608035;;;;;;
AT5G58060;SNARE-like superfamily protein(YKT61);10#12;;2;4h;;;;;;;;;;-0.3;;-0.4;;;;;;;;;;;;;;0.032221232;;0.00163824;;;;
AT3G51640;stress response NST1-like protein(AT3G51640);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.03662571;;;;;;
AT5G23430;Transducin/WD40 repeat-like superfamily protein(AT5G23430);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.021574134;;;;;;
AT4G39050;Kinesin motor family protein(AT4G39050);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.00525962;;;;;;
AT1G08680;ARF GAP-like zinc finger-containing protein ZIGA4(ZIGA4);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.041009309;;;;;;
AT4G12770;Chaperone DnaJ-domain superfamily protein(AT4G12770);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.010176693;;;;;;
AT2G40660;Nucleic acid-binding, OB-fold-like protein(AT2G40660);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.032087566;;;;;;
AT1G51160;SNARE-like superfamily protein(AT1G51160);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.025642806;;;;;;
AT3G07660;flocculation protein (DUF1296)(AT3G07660);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.009244693;;;;;;
AT3G02650;Tetratricopeptide repeat (TPR)-like superfamily protein(AT3G02650);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.03553351;;;;;;
AT5G11710;ENTH/VHS family protein(AT5G11710);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.00566856;;;;;;
AT2G01690;ARM repeat superfamily protein(AT2G01690);10#12;;2;4h;;;;;;;;;;-0.3;;-0.3;;;;;;;;;;;;;;0.027874618;;0.005837346;;;;
AT5G61970;signal recognition particle-related / SRP-like protein(AT5G61970);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.013624705;;;;;;
AT3G11070;Outer membrane OMP85 family protein(AT3G11070);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.04177713;;;;;;
AT3G51580;transmembrane protein(AT3G51580);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.042640044;;;;;;
AT2G26900;Sodium Bile acid symporter family(BASS2);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.040593257;;;;;;
AT5G06120;ARM repeat superfamily protein(AT5G06120);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.027661783;;;;;;
AT1G59890;SIN3-like 5(SNL5);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.0178591;;;;;;
AT4G00660;RNAhelicase-like 8(RH8);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.025667066;;;;;;
AT5G28850;Calcium-binding EF-hand family protein(AT5G28850);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.027861712;;;;;;
AT5G47750;D6 protein kinase like 2(D6PKL2);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.041118516;;;;;;
AT5G54310;ARF-GAP domain 5(AGD5);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.008000108;;;;;;
AT1G61150;LisH and RanBPM domains containing protein(AT1G61150);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.033905213;;;;;;
AT5G59950;RNA-binding (RRM/RBD/RNP motifs) family protein(AT5G59950);10#12;;2;4h;;;;;;;;;;-0.3;;-0.7;;;;;;;;;;;;;;0.029030832;;1.01E-16;;;;
AT3G02540;Rad23 UV excision repair protein family(RAD23C);10#12;;2;4h;;;;;;;;;;-0.3;;-0.3;;;;;;;;;;;;;;0.040614326;;0.001210299;;;;
AT3G07330;Cellulose-synthase-like C6(CSLC6);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.016283101;;;;;;
AT3G25040;endoplasmic reticulum retention defective 2B(ERD2B);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.036214614;;;;;;
AT2G23310;Rer1 family protein(ATRER1C1);10#12;;2;4h;;;;;;;;;;-0.3;;-0.3;;;;;;;;;;;;;;0.03398406;;0.03159351;;;;
AT5G43010;regulatory particle triple-A ATPase 4A(RPT4A);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.026434135;;;;;;
AT5G56670;Ribosomal protein S30 family protein(AT5G56670);10;;1;4h;;;;;;;;;;-0.3;;;;;;;;;;;;;;;;0.039916073;;;;;;
